date,asset_to_trade_today,side_to_trade,entry_model,playbook_window,sweep_anchor,desired_peer_sweeper,desired_peer_swept,target_refused_level,middle_referee_asset,middle_referee_status,referee_no_conflict,confirmation,one_minute_entry_model,five_minute_entry_model,entry_time,risk_points,hit_1R_speed_bucket,system_v3_target,result_R,MFE_R,MAE_R,management_v3,trade_instruction,invalidations
2025-08-25,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,2.5,FAST_0_2M,3R_FIXED,3.0,31.5,-1.9,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-08-27,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:44,0.75,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,59.66666666666666,-131.33333333333334,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-02,YM,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,17.0,FAST_0_2M,3R_FIXED,-1.0,2.4705882352941178,-14.764705882352942,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-04,NQ,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,13.75,NO_1R,NO_TRADE_FAILED,-1.0,0.3636363636363636,-4.4,"No 1R before stop: failed trade, stop trading that idea.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-05,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,11.0,FAST_0_2M,3R_FIXED,3.0,15.090909090909092,-4.909090909090909,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-08,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:38,7.75,FAST_0_2M,3R_FIXED,3.0,9.580645161290322,-2.225806451612903,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-10,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,ES,True,True,NQ,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,3.0,FAST_0_2M,3R_FIXED,3.0,74.33333333333333,-0.6666666666666666,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-12,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,2.0,FAST_0_2M,3R_FIXED,3.0,37.5,-141.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-15,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,6.5,FAST_0_2M,3R_FIXED,3.0,41.92307692307692,-2.4615384615384617,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-16,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,13.0,FAST_0_2M,3R_FIXED,-1.0,26.846153846153847,-5.384615384615385,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-17,YM,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,ROLLING_30M,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:45,3.0,FAST_0_2M,3R_FIXED,3.0,40.0,-16.333333333333332,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-18,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,3.0,FAST_0_2M,3R_FIXED,-1.0,4.416666666666667,-25.666666666666668,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-19,NQ,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_LOW_RECLAIMS,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:43,5.0,FAST_0_2M,3R_FIXED,3.0,11.75,-10.15,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-22,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,13.0,SLOW_5_10M,1R_SCALP_OR_BE,1.5865384615384617,2.6923076923076925,-0.9807692307692308,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-23,YM,BUY,REVERSAL BUY,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:43,36.0,ACCEPTABLE_3_5M,1_5R_PARTIAL_BE_OR_2R,0.75,3.1666666666666665,-5.5,3-5m to 1R: prefer 1.5R partial+BE or 2R.,"Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-24,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_IFVG_TO_MSS,09:35,4.25,FAST_0_2M,3R_FIXED,3.0,42.23529411764706,-0.9411764705882352,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-25,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,PREMARKET,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:50,14.75,FAST_0_2M,3R_FIXED,-1.0,5.220338983050848,-12.847457627118644,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-29,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,10.0,SLOW_30M_PLUS,NO_TRADE_FAILED,-1.0,6.4,-8.2,Recheck setup: smaller target first unless 1R is fast and referee clean.,"Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-09-30,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:36,3.5,FAST_0_2M,3R_FIXED,3.0,16.928571428571427,-23.214285714285715,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-01,YM,BUY,REVERSAL BUY,09:45-10:15_PRIMARY,PREMARKET,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_MSS_ONLY,09:45,15.0,FAST_0_2M,1_5R_PARTIAL_BE_OR_2R,0.75,11.2,-6.133333333333334,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-02,ES,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ROLLING_30M,NQ,False,False,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:46,0.75,FAST_0_2M,3R_FIXED,3.0,37.66666666666666,-1.3333333333333333,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-03,YM,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,2.0,FAST_0_2M,3R_FIXED,3.0,39.5,-49.5,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-07,YM,SELL,CONTINUATION SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,False,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,5.0,FAST_0_2M,3R_FIXED,-1.0,19.2,-10.8,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-08,YM,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,OVERNIGHT,NQ,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:47,7.0,FAST_0_2M,3R_FIXED,3.0,16.285714285714285,-29.571428571428573,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-09,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:43,3.5,FAST_0_2M,3R_FIXED,-1.0,22.928571428571427,-12.285714285714286,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-10,ES,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,ORM_HIGH,NQ,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:49,0.75,FAST_0_2M,3R_FIXED,3.0,9.666666666666666,-183.66666666666663,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-13,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,ROLLING_15M,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:45,12.25,FAST_0_2M,3R_FIXED,3.0,10.857142857142858,-2.979591836734694,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-14,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,ORM_HIGH,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:53,4.0,FAST_0_2M,3R_FIXED,3.0,10.3125,-73.9375,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-15,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,3.5,FAST_0_2M,3R_FIXED,-1.0,1.6428571428571428,-66.28571428571429,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-16,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,ORM_HIGH,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:47,2.75,FAST_0_2M,3R_FIXED,3.0,42.18181818181818,-44.81818181818182,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-17,NQ,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,OVERNIGHT,YM,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:48,24.75,FAST_0_2M,3R_FIXED,-1.0,3.4242424242424243,-8.121212121212121,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-20,NQ,BUY,CONTINUATION BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,False,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_DISPLACEMENT_50_RETRACE,5M_MSS_TO_IFVG_RETEST,10:31,9.5,FAST_0_2M,3R_FIXED,-1.0,7.368421052631579,-1.0263157894736843,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-21,NQ,SELL,REVERSAL SELL,09:30-09:45_OPEN_PRESELECTED_CONFIRMATION,OVERNIGHT,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,True,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,5M_50_DISPLACEMENT,09:34,13.25,SLOW_5_10M,NO_TRADE_FAILED,-1.0,5.415094339622642,-3.9056603773584895,"5m+ or unclear speed: scalp/BE, protect risk.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-24,NQ,BUY,CONTINUATION BUY,09:45-10:15_PRIMARY,ORM_HIGH,ES,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_MSS_ONLY,09:48,11.0,FAST_0_2M,3R_FIXED,-1.0,5.613636363636363,-5.045454545454546,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target strongest/reclaiming anchor, peers failing downside, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-29,YM,SELL,REVERSAL SELL,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,NQ,True,True,ES,B_DIRTY_MIDDLE_SWEEPS_HIGH_REJECTS,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,5.0,FAST_0_2M,3R_FIXED,3.0,19.0,-2.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-30,NQ,SELL,REVERSAL SELL,09:45-10:15_PRIMARY,PREMARKET,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_HIGH,False,IFVG_MSS,1M_SWEEP_SMT_IFVG_TO_MSS,PB_CONTINUATION_RETEST,09:48,17.75,SLOW_30M_PLUS,NO_TRADE_FAILED,-1.0,4.464788732394366,-7.774647887323944,"5m+ or unclear speed: scalp/BE, protect risk.","Look for peer high sweep, target high refusal, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-10-31,ES,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,PREMARKET,NQ,False,True,YM,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_MSS_ONLY,09:45,0.25,FAST_0_2M,3R_FIXED,3.0,82.0,-45.0,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-11-06,ES,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,PREMARKET,YM,False,True,NQ,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_IFVG_ONLY,09:45,1.75,FAST_0_2M,3R_FIXED,-1.0,42.85714285714285,-3.142857142857143,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-11-07,NQ,SELL,CONTINUATION SELL,09:45-10:15_PRIMARY,PREMARKET,YM,False,True,ES,A_CLEAN_REFEREE_NO_CONFLICT,True,IFVG_MSS,1M_DISPLACEMENT_50_RETRACE,5M_MSS_ONLY,09:57,5.75,FAST_0_2M,3R_FIXED,3.0,54.69565217391305,-2.0869565217391304,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for target weakest/rejecting anchor, peers failing upside, clean referee, then bearish IFVG/MSS.",target sweeps or reclaims refused high; middle/referee confirms against setup; bullish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
2025-11-10,NQ,BUY,REVERSAL BUY,10:15-11:00_RECHECK,SECONDARY_1030_90M_RECHECK,YM,True,True,ES,A_CLEAN_MIDDLE_HOLDS_LOW,True,AM_1030_RECHECK,1M_WITH_5M_GATE,5M_MSS_TO_IFVG_RETEST,10:31,6.75,FAST_0_2M,NO_TRADE_FAILED,-1.0,2.259259259259259,-29.11111111111111,"0-2m to 1R: protect, then 3R/5R possible only if referee stays clean.","Look for peer low sweep, target low refusal, clean referee, then bullish IFVG/MSS.",target sweeps or loses refused low; middle/referee confirms against setup; bearish IFVG/MSS before entry; both target and peer sweep same side with no refusal; MSS stop is Q4 large; no IFVG/MSS by cutoff
